R,H,I,E,S,Time
174,0,122,259,9445,8.54556
174,0,122,260,9444,8.54809
174,0,122,261,9443,8.54834
174,0,123,260,9443,8.55465
174,0,124,259,9443,8.55875
174,0,124,260,9442,8.56063
174,0,124,261,9441,8.56102
174,0,124,262,9440,8.56372
174,0,124,263,9439,8.57642
174,0,125,262,9439,8.57897
174,0,126,261,9439,8.57931
174,0,126,262,9438,8.59292
175,0,125,262,9438,8.5935
175,0,125,263,9437,8.5988
175,0,125,264,9436,8.60137
175,0,125,265,9435,8.6176
175,0,126,264,9435,8.62212
176,0,125,264,9435,8.62747
176,0,126,263,9435,8.6277
177,0,125,263,9435,8.64509
177,0,125,264,9434,8.64897
178,0,124,264,9434,8.65161
178,0,124,265,9433,8.65422
178,0,124,266,9432,8.65457
178,0,125,265,9432,8.6555
178,0,125,266,9431,8.65746
178,0,125,267,9430,8.65912
178,0,125,268,9429,8.66238
178,0,126,267,9429,8.66658
178,0,127,266,9429,8.67317
178,0,127,267,9428,8.67678
178,0,127,268,9427,8.67971
178,0,128,267,9427,8.68607
179,0,127,267,9427,8.68896
179,0,128,266,9427,8.69179
179,0,128,267,9426,8.69585
179,0,128,268,9425,8.69982
179,0,128,269,9424,8.70066
179,1,127,269,9424,8.70219
179,1,127,270,9423,8.70257
179,1,127,271,9422,8.70536
180,1,126,271,9422,8.71447
180,1,127,270,9422,8.71656
180,1,127,271,9421,8.7295
180,1,127,272,9420,8.74213
181,1,126,272,9420,8.7434
182,1,125,272,9420,8.74965
183,1,124,272,9420,8.74984
184,1,123,272,9420,8.75323
184,1,123,273,9419,8.75407
184,1,124,272,9419,8.75899
184,1,124,273,9418,8.7615
184,1,125,272,9418,8.76399
184,1,126,271,9418,8.76763
184,1,126,272,9417,8.7696
184,1,126,273,9416,8.77249
184,1,127,272,9416,8.77365
184,1,127,273,9415,8.786
185,1,126,273,9415,8.78764
185,1,126,274,9414,8.80077
185,1,127,273,9414,8.80144
185,1,127,274,9413,8.8055
185,1,127,275,9412,8.80658
185,1,128,274,9412,8.81461
185,1,129,273,9412,8.81846
185,1,129,274,9411,8.81907
186,1,128,274,9411,8.8192
186,1,129,273,9411,8.82046
186,1,129,274,9410,8.82079
186,1,130,273,9410,8.82079
186,1,131,272,9410,8.82222
186,1,132,271,9410,8.82746
187,1,131,271,9410,8.83497
187,1,131,272,9409,8.85266
187,1,132,271,9409,8.85807
187,1,133,270,9409,8.85896
187,1,134,269,9409,8.85964
187,1,135,268,9409,8.86243
187,1,136,267,9409,8.86398
188,1,135,267,9409,8.87722
188,1,135,268,9408,8.87868
188,1,136,267,9408,8.87874
189,1,135,267,9408,8.87927
189,1,136,266,9408,8.88196
189,1,136,267,9407,8.88466
190,1,135,267,9407,8.88858
191,1,134,267,9407,8.89451
191,1,134,268,9406,8.89896
191,1,134,269,9405,8.90359
191,1,134,270,9404,8.91567
191,1,135,269,9404,8.9197
191,1,135,270,9403,8.93372
191,1,136,269,9403,8.93524
191,1,136,270,9402,8.94103
191,1,136,271,9401,8.94259
192,1,135,271,9401,8.94749
192,1,136,270,9401,8.95638
192,1,136,271,9400,8.97055
192,1,137,270,9400,8.97241
192,1,137,271,9399,8.97373
192,1,138,270,9399,8.9808
192,1,138,271,9398,8.99017
192,1,139,270,9398,9.00202
192,1,139,271,9397,9.00327
192,1,140,270,9397,9.00692
192,1,141,269,9397,9.00806
192,1,141,270,9396,9.01322
192,1,141,271,9395,9.01398
192,1,141,272,9394,9.01463
192,1,141,273,9393,9.01546
193,1,140,273,9393,9.01767
193,1,140,274,9392,9.0177
193,1,140,275,9391,9.02372
194,1,139,275,9391,9.02805
194,1,139,276,9390,9.03088
194,1,140,275,9390,9.03089
194,1,140,276,9389,9.03683
194,1,140,277,9388,9.04093
194,1,141,276,9388,9.04892
194,1,141,277,9387,9.05499
194,1,141,278,9386,9.05718
194,1,141,279,9385,9.06769
194,1,141,280,9384,9.06864
195,1,140,280,9384,9.07059
195,1,140,281,9383,9.07586
196,1,139,281,9383,9.0779
196,1,139,282,9382,9.08059
196,1,139,283,9381,9.08086
196,1,139,284,9380,9.08334
196,1,140,283,9380,9.08395
197,1,139,283,9380,9.08678
198,1,138,283,9380,9.0882
199,1,137,283,9380,9.09072
200,1,136,283,9380,9.09114
200,1,136,284,9379,9.0917
200,1,137,283,9379,9.09733
201,1,136,283,9379,9.10745
201,1,136,284,9378,9.11886
201,1,136,285,9377,9.12778
201,1,136,286,9376,9.12893
201,1,137,285,9376,9.13132
201,1,137,286,9375,9.13353
201,1,137,287,9374,9.13564
201,1,138,286,9374,9.13758
202,1,137,286,9374,9.13965
203,1,136,286,9374,9.14218
204,1,135,286,9374,9.1437
204,1,136,285,9374,9.14524
204,1,136,286,9373,9.16341
204,1,137,285,9373,9.16987
204,1,137,286,9372,9.17047
204,1,137,287,9371,9.17316
205,1,136,287,9371,9.17426
205,1,136,288,9370,9.17473
206,1,135,288,9370,9.17648
206,1,135,289,9369,9.18036
206,1,136,288,9369,9.18057
206,1,137,287,9369,9.18434
206,1,138,286,9369,9.1867
206,1,138,287,9368,9.19774
206,1,138,288,9367,9.19976
206,1,139,287,9367,9.20713
206,1,139,288,9366,9.21341
206,1,140,287,9366,9.21742
207,1,139,287,9366,9.21848
208,1,138,287,9366,9.22226
209,1,137,287,9366,9.22347
209,1,138,286,9366,9.23244
209,1,138,287,9365,9.23433
209,1,139,286,9365,9.24167
209,1,140,285,9365,9.26009
209,1,140,286,9364,9.27388
209,1,140,287,9363,9.27578
209,1,140,288,9362,9.27736
209,1,140,289,9361,9.28137
209,1,141,288,9361,9.28733
210,1,140,288,9361,9.29049
211,1,139,288,9361,9.29867
211,1,139,289,9360,9.29874
212,1,138,289,9360,9.3065
212,1,139,288,9360,9.31384
212,1,139,289,9359,9.31762
213,1,138,289,9359,9.32722
214,1,137,289,9359,9.3324
214,1,138,288,9359,9.33905
215,1,137,288,9359,9.34176
215,1,138,287,9359,9.34909
216,1,137,287,9359,9.35254
216,1,138,286,9359,9.35395
216,1,139,285,9359,9.36163
216,1,140,284,9359,9.36776
216,1,140,285,9358,9.38115
216,1,140,286,9357,9.38403
216,1,140,287,9356,9.38795
216,1,140,288,9355,9.38886
216,1,140,289,9354,9.39387
216,1,140,290,9353,9.41279
216,1,140,291,9352,9.42817
216,1,140,292,9351,9.4285
216,1,141,291,9351,9.43182
216,1,142,290,9351,9.43208
216,1,142,291,9350,9.43427
216,1,142,292,9349,9.43496
217,1,141,292,9349,9.43583
217,1,142,291,9349,9.44408
218,1,141,291,9349,9.45076
219,1,140,291,9349,9.45175
219,1,140,292,9348,9.4527
219,1,140,293,9347,9.45785
219,1,141,292,9347,9.46386
220,1,140,292,9347,9.46652
221,1,139,292,9347,9.48773
221,1,139,293,9346,9.49477
221,1,139,294,9345,9.49788
221,1,139,295,9344,9.49923
221,1,139,296,9343,9.49991
222,1,138,296,9343,9.50695
223,1,137,296,9343,9.53253
223,1,138,295,9343,9.53534
224,1,137,295,9343,9.53774
224,1,138,294,9343,9.53843
224,1,139,293,9343,9.55094
224,1,139,294,9342,9.56643
225,1,138,294,9342,9.56835
225,1,139,293,9342,9.57041
225,1,140,292,9342,9.57214
225,1,141,291,9342,9.57385
226,1,140,291,9342,9.58483
227,1,139,291,9342,9.58994
228,1,138,291,9342,9.59134
228,1,138,292,9341,9.59346
228,1,138,293,9340,9.59945
228,1,139,292,9340,9.60553
228,1,139,293,9339,9.60693
228,1,140,292,9339,9.61454
228,1,140,293,9338,9.61525
228,1,140,294,9337,9.62149
228,1,140,295,9336,9.62453
228,1,140,296,9335,9.63348
228,1,140,297,9334,9.65037
228,1,140,298,9333,9.65835
228,1,140,299,9332,9.66672
228,1,140,300,9331,9.6692
229,1,139,300,9331,9.67862
230,1,138,300,9331,9.68278
230,1,138,301,9330,9.70581
230,1,139,300,9330,9.70586
231,1,138,300,9330,9.70587
232,1,137,300,9330,9.70928
232,1,137,301,9329,9.71307
232,1,137,302,9328,9.71312
232,1,137,303,9327,9.71987
232,1,137,304,9326,9.72194
232,1,138,303,9326,9.7271
233,1,137,303,9326,9.72968
233,1,138,302,9326,9.73048
233,1,139,301,9326,9.73229
233,1,139,302,9325,9.7345
234,1,138,302,9325,9.7353
234,1,139,301,9325,9.73829
234,1,139,302,9324,9.74258
235,1,138,302,9324,9.74267
235,1,138,303,9323,9.75094
235,1,138,304,9322,9.75117
235,1,138,305,9321,9.75165
235,1,139,304,9321,9.75356
235,1,140,303,9321,9.75473
235,1,141,302,9321,9.75986
235,1,142,301,9321,9.77165
236,1,141,301,9321,9.77504
236,1,142,300,9321,9.77776
237,1,141,300,9321,9.778
237,1,141,301,9320,9.78035
237,1,142,300,9320,9.79532
237,1,142,301,9319,9.798
237,1,142,302,9318,9.80755
237,1,142,303,9317,9.80759
238,1,141,303,9317,9.80814
239,1,140,303,9317,9.81924
239,1,140,304,9316,9.82548
239,1,140,305,9315,9.83109
239,1,140,306,9314,9.83219
239,1,141,305,9314,9.83639
240,1,140,305,9314,9.84016
241,1,139,305,9314,9.84261
241,1,140,304,9314,9.84431
241,1,140,305,9313,9.8466
241,1,141,304,9313,9.84835
241,1,141,305,9312,9.85918
241,1,141,306,9311,9.86044
241,1,141,307,9310,9.87122
241,1,141,308,9309,9.87267
241,1,141,309,9308,9.87661
241,1,141,310,9307,9.87999
241,1,141,311,9306,9.88457
241,1,141,312,9305,9.88725
241,1,141,313,9304,9.89212
241,1,142,312,9304,9.90894
241,1,142,313,9303,9.92633
241,1,142,314,9302,9.93465
241,1,142,315,9301,9.93523
241,1,142,316,9300,9.93743
241,1,143,315,9300,9.94911
241,1,143,316,9299,9.95994
241,1,143,317,9298,9.96154
242,1,142,317,9298,9.96917
242,1,143,316,9298,9.97001
242,1,144,315,9298,9.97128
242,1,144,316,9297,9.97412
242,1,144,317,9296,9.97446
242,1,144,318,9295,9.97461
243,1,143,318,9295,9.9779
244,1,142,318,9295,9.97829
244,1,142,319,9294,9.98306
244,1,142,320,9293,9.98582
244,1,143,319,9293,9.9879
244,1,143,320,9292,9.99084
244,1,143,321,9291,9.99508
244,1,144,320,9291,9.99924
244,1,144,321,9290,9.99941
244,1,144,322,9289,10.0012
244,1,144,323,9288,10.0026
244,1,144,324,9287,10.0036
244,1,144,325,9286,10.0043
244,1,144,326,9285,10.0118
244,1,144,327,9284,10.0174
244,1,145,326,9284,10.0325
245,1,144,326,9284,10.0421
246,1,143,326,9284,10.0584
246,1,143,327,9283,10.0616
246,1,143,328,9282,10.0689
246,1,144,327,9282,10.0732
246,1,144,328,9281,10.0735
246,1,144,329,9280,10.0748
246,1,145,328,9280,10.0774
246,1,145,329,9279,10.0798
246,1,146,328,9279,10.0807
246,1,147,327,9279,10.0808
246,1,148,326,9279,10.0845
247,1,147,326,9279,10.0856
247,1,148,325,9279,10.0901
247,1,148,326,9278,10.0994
247,1,149,325,9278,10.1038
247,1,149,326,9277,10.1099
247,1,150,325,9277,10.1107
248,1,149,325,9277,10.1144
248,1,149,326,9276,10.1232
248,1,149,327,9275,10.1248
248,1,150,326,9275,10.1323
248,1,151,325,9275,10.1358
249,1,150,325,9275,10.1392
250,1,149,325,9275,10.1496
250,1,149,326,9274,10.15
250,1,149,327,9273,10.152
251,1,148,327,9273,10.1573
251,1,148,328,9272,10.1637
251,1,148,329,9271,10.1637
252,1,147,329,9271,10.1795
252,1,147,330,9270,10.1803
252,1,147,331,9269,10.1906
253,1,146,331,9269,10.1934
254,1,145,331,9269,10.2042
255,1,144,331,9269,10.2123
255,1,144,332,9268,10.2144
256,1,143,332,9268,10.2162
256,1,144,331,9268,10.2179
257,1,143,331,9268,10.2215
257,1,143,332,9267,10.2226
257,1,143,333,9266,10.2245
257,1,144,332,9266,10.2253
258,1,143,332,9266,10.2279
258,1,144,331,9266,10.2303
258,1,144,332,9265,10.2352
259,1,143,332,9265,10.2374
259,1,144,331,9265,10.2426
259,1,144,332,9264,10.2431
260,1,143,332,9264,10.2517
260,1,144,331,9264,10.2553
260,1,144,332,9263,10.2587
260,1,144,333,9262,10.2675
260,1,144,334,9261,10.2813
260,1,144,335,9260,10.2845
260,1,144,336,9259,10.2885
260,1,144,337,9258,10.2977
260,1,144,338,9257,10.3004
260,1,144,339,9256,10.3015
260,1,144,340,9255,10.3021
260,1,144,341,9254,10.3045
260,1,144,342,9253,10.3073
260,1,144,343,9252,10.3125
260,1,145,342,9252,10.3233
260,1,145,343,9251,10.324
260,1,145,344,9250,10.3252
260,1,145,345,9249,10.3254
260,1,145,346,9248,10.331
261,1,144,346,9248,10.3366
261,1,144,347,9247,10.3463
261,1,144,348,9246,10.3489
261,1,144,349,9245,10.3495
261,1,144,350,9244,10.3552
261,1,144,351,9243,10.3602
261,1,144,352,9242,10.368
261,1,144,353,9241,10.368
261,1,144,354,9240,10.3749
261,1,145,353,9240,10.3824
261,1,146,352,9240,10.383
261,1,147,351,9240,10.3864
261,1,147,352,9239,10.3932
262,1,146,352,9239,10.4067
262,1,147,351,9239,10.4077
262,1,148,350,9239,10.4204
262,1,148,351,9238,10.4224
262,1,148,352,9237,10.4227
262,1,148,353,9236,10.4295
262,1,149,352,9236,10.4306
262,1,150,351,9236,10.4343
262,1,150,352,9235,10.4404
263,1,149,352,9235,10.4433
264,1,148,352,9235,10.4491
264,1,149,351,9235,10.4513
264,1,149,352,9234,10.461
264,1,149,353,9233,10.4632
265,1,148,353,9233,10.4632
265,1,148,354,9232,10.4662
265,1,148,355,9231,10.4664
265,1,149,354,9231,10.4677
265,1,150,353,9231,10.4689
265,1,151,352,9231,10.4715
265,1,151,353,9230,10.4763
265,1,151,354,9229,10.4765
265,1,152,353,9229,10.4919
265,1,153,352,9229,10.4924
265,1,153,353,9228,10.4926
265,1,153,354,9227,10.4977
266,1,152,354,9227,10.4983
267,1,151,354,9227,10.4999
267,1,152,353,9227,10.5018
267,1,153,352,9227,10.5026
268,1,152,352,9227,10.5044
268,1,152,353,9226,10.5047
268,1,152,354,9225,10.5152
268,1,152,355,9224,10.5302
269,1,151,355,9224,10.532
269,1,151,356,9223,10.5365
269,1,152,355,9223,10.5384
269,1,153,354,9223,10.5397
269,1,153,355,9222,10.5514
269,1,153,356,9221,10.5581
269,1,153,357,9220,10.5625
270,1,152,357,9220,10.5688
270,1,152,358,9219,10.5714
270,1,153,357,9219,10.5721
270,1,153,358,9218,10.5777
271,1,152,358,9218,10.5834
271,1,152,359,9217,10.5843
271,1,152,360,9216,10.5919
271,1,153,359,9216,10.5962
272,1,152,359,9216,10.5989
272,1,153,358,9216,10.5989
272,1,153,359,9215,10.6015
272,1,153,360,9214,10.6017
272,2,152,360,9214,10.6026
273,2,151,360,9214,10.6069
273,2,151,361,9213,10.6073
273,2,152,360,9213,10.6112
273,2,152,361,9212,10.618
273,2,152,362,9211,10.6188
274,2,151,362,9211,10.6258
274,2,152,361,9211,10.6261
274,2,153,360,9211,10.6291
274,2,154,359,9211,10.6307
275,2,153,359,9211,10.6346
275,2,153,360,9210,10.6356
275,2,153,361,9209,10.642
275,2,154,360,9209,10.6462
275,2,154,361,9208,10.6484
275,2,155,360,9208,10.6491
275,2,155,361,9207,10.6594
276,2,154,361,9207,10.6642
276,2,154,362,9206,10.667
276,2,154,363,9205,10.6721
276,2,155,362,9205,10.6723
277,2,154,362,9205,10.6804
277,2,154,363,9204,10.689
278,2,153,363,9204,10.6966
278,2,154,362,9204,10.7009
278,2,155,361,9204,10.7023
278,2,155,362,9203,10.7037
279,2,154,362,9203,10.7078
279,2,155,361,9203,10.7095
279,2,155,362,9202,10.7158
279,2,156,361,9202,10.7293
279,2,157,360,9202,10.7316
280,2,156,360,9202,10.7401
280,2,157,359,9202,10.7442
281,2,156,359,9202,10.7453
281,2,157,358,9202,10.7478
281,2,157,359,9201,10.7556
281,2,157,360,9200,10.7601
281,2,157,361,9199,10.7626
282,2,156,361,9199,10.7716
282,2,156,362,9198,10.7739
282,2,157,361,9198,10.7776
282,2,157,362,9197,10.7835
282,2,158,361,9197,10.7846
282,2,158,362,9196,10.7864
282,2,159,361,9196,10.7885
283,2,158,361,9196,10.7889
283,2,159,360,9196,10.7931
283,2,160,359,9196,10.7942
283,2,161,358,9196,10.7972
283,2,161,359,9195,10.8031
283,2,161,360,9194,10.8093
283,2,162,359,9194,10.8118
283,2,163,358,9194,10.8158
283,2,163,359,9193,10.8228
283,2,164,358,9193,10.8294
283,2,165,357,9193,10.8312
283,2,165,358,9192,10.8317
283,2,166,357,9192,10.833
283,2,166,358,9191,10.8331
284,2,165,358,9191,10.8388
284,2,166,357,9191,10.84
284,2,167,356,9191,10.8416
284,2,167,357,9190,10.8482
284,2,167,358,9189,10.8484
284,2,168,357,9189,10.8595
284,2,168,358,9188,10.8609
284,2,168,359,9187,10.8617
284,2,168,360,9186,10.8667
284,2,169,359,9186,10.8756
284,2,169,360,9185,10.8758
285,2,168,360,9185,10.8764
285,2,168,361,9184,10.8778
285,2,168,362,9183,10.8839
285,2,169,361,9183,10.8878
286,2,168,361,9183,10.8894
286,2,168,362,9182,10.89
286,2,168,363,9181,10.9016
286,2,168,364,9180,10.9128
287,2,167,364,9180,10.919
287,2,167,365,9179,10.9236
288,2,166,365,9179,10.9259
289,2,165,365,9179,10.9289
289,2,165,366,9178,10.935
290,2,164,366,9178,10.9396
290,2,165,365,9178,10.9487
290,2,165,366,9177,10.9489
291,2,164,366,9177,10.9525
292,2,163,366,9177,10.9527
292,2,164,365,9177,10.9627
292,2,164,366,9176,10.9649
292,2,165,365,9176,10.9662
292,2,166,364,9176,10.972
292,2,167,363,9176,10.9729
292,2,167,364,9175,10.9815
292,2,167,365,9174,10.9831
293,2,166,365,9174,10.9953
293,2,167,364,9174,11.0027
294,2,166,364,9174,11.003
295,2,165,364,9174,11.003
295,2,165,365,9173,11.0032
295,2,165,366,9172,11.0058
296,2,164,366,9172,11.0066
296,2,164,367,9171,11.008
296,2,164,368,9170,11.01
297,2,163,368,9170,11.0109
297,2,164,367,9170,11.0116
297,2,165,366,9170,11.0121
297,2,165,367,9169,11.0155
297,2,165,368,9168,11.0247
297,2,166,367,9168,11.0309
298,2,165,367,9168,11.0366
298,2,165,368,9167,11.0379
298,2,166,367,9167,11.0487
299,2,165,367,9167,11.058
300,2,164,367,9167,11.0649
300,2,164,368,9166,11.0695
300,2,164,369,9165,11.0699
300,2,164,370,9164,11.0754
300,2,165,369,9164,11.0774
300,2,166,368,9164,11.0781
300,2,166,369,9163,11.0803
301,2,165,369,9163,11.0831
301,2,165,370,9162,11.0871
301,2,165,371,9161,11.0873
301,2,165,372,9160,11.0887
301,2,165,373,9159,11.089
302,2,164,373,9159,11.0919
302,2,164,374,9158,11.0982
302,2,164,375,9157,11.1092
303,2,163,375,9157,11.1125
303,2,164,374,9157,11.1178
303,2,165,373,9157,11.1355
303,2,165,374,9156,11.1428
303,2,165,375,9155,11.151
304,2,164,375,9155,11.1566
304,2,165,374,9155,11.1571
304,2,166,373,9155,11.1587
304,2,167,372,9155,11.1604
304,2,167,373,9154,11.1624
304,2,167,374,9153,11.1626
305,2,166,374,9153,11.1639
305,2,167,373,9153,11.1704
305,2,167,374,9152,11.1875
305,2,167,375,9151,11.194
305,2,167,376,9150,11.1959
306,2,166,376,9150,11.1995
306,2,166,377,9149,11.204
306,2,166,378,9148,11.2058
306,2,166,379,9147,11.2175
306,2,166,380,9146,11.2194
306,2,166,381,9145,11.2294
306,2,167,380,9145,11.2374
306,2,167,381,9144,11.2545
307,2,166,381,9144,11.2548
307,2,166,382,9143,11.2597
307,2,167,381,9143,11.2616
307,2,168,380,9143,11.2652
307,2,169,379,9143,11.2667
308,2,168,379,9143,11.2768
309,2,167,379,9143,11.2856
309,2,168,378,9143,11.2863
309,2,169,377,9143,11.2876
309,2,170,376,9143,11.2956
309,2,170,377,9142,11.302
310,2,169,377,9142,11.3039
310,2,169,378,9141,11.3048
310,2,170,377,9141,11.3069
311,2,169,377,9141,11.3126
311,2,170,376,9141,11.3132
311,2,170,377,9140,11.3173
311,2,170,378,9139,11.3215
311,2,170,379,9138,11.3269
312,2,169,379,9138,11.3347
312,2,170,378,9138,11.3358
312,2,171,377,9138,11.3375
312,2,172,376,9138,11.3401
312,2,173,375,9138,11.3457
313,2,172,375,9138,11.3463
313,2,172,376,9137,11.348
313,2,172,377,9136,11.3536
313,2,172,378,9135,11.354
314,2,171,378,9135,11.3579
314,2,171,379,9134,11.361
315,2,170,379,9134,11.3641
315,2,170,380,9133,11.3662
315,2,170,381,9132,11.3685
315,2,171,380,9132,11.3694
316,2,170,380,9132,11.3721
316,2,171,379,9132,11.3723
316,2,172,378,9132,11.3883
316,2,173,377,9132,11.3943
316,2,174,376,9132,11.3981
317,2,173,376,9132,11.4
317,2,173,377,9131,11.4021
318,2,172,377,9131,11.4031
318,2,172,378,9130,11.4031
319,2,171,378,9130,11.4052
319,2,172,377,9130,11.4065
320,2,171,377,9130,11.4067
320,2,171,378,9129,11.412
321,2,170,378,9129,11.4141
322,2,169,378,9129,11.4159
322,2,169,379,9128,11.4178
322,2,170,378,9128,11.4188
322,2,171,377,9128,11.4201
322,2,172,376,9128,11.4224
322,2,172,377,9127,11.4255
322,2,172,378,9126,11.4294
322,2,172,379,9125,11.4306
322,2,172,380,9124,11.4338
322,2,173,379,9124,11.4341
322,2,174,378,9124,11.4342
322,2,175,377,9124,11.435
322,2,175,378,9123,11.436
322,2,175,379,9122,11.4377
322,2,175,380,9121,11.4432
323,2,174,380,9121,11.4455
323,2,174,381,9120,11.4497
323,2,174,382,9119,11.4541
323,2,174,383,9118,11.4546
323,2,174,384,9117,11.4554
323,2,174,385,9116,11.4565
323,2,174,386,9115,11.4586
323,2,174,387,9114,11.4631
323,2,175,386,9114,11.4665
323,2,176,385,9114,11.4686
323,2,177,384,9114,11.4758
323,2,178,383,9114,11.4814
323,2,179,382,9114,11.4854
323,2,179,383,9113,11.4856
324,2,178,383,9113,11.4874
324,2,178,384,9112,11.4883
324,2,179,383,9112,11.496
324,2,179,384,9111,11.5044
324,2,180,383,9111,11.5057
324,2,180,384,9110,11.5126
324,2,181,383,9110,11.519
324,2,181,384,9109,11.5196
324,2,182,383,9109,11.5211
324,2,182,384,9108,11.5237
324,2,183,383,9108,11.5267
325,2,182,383,9108,11.5315
325,2,183,382,9108,11.5391
325,2,183,383,9107,11.5471
325,2,184,382,9107,11.5537
325,2,185,381,9107,11.5557
326,2,184,381,9107,11.5589
326,2,184,382,9106,11.5607
327,2,183,382,9106,11.5668
327,2,183,383,9105,11.5672
328,2,182,383,9105,11.5687
328,2,183,382,9105,11.5789
329,2,182,382,9105,11.5934
329,2,183,381,9105,11.5977
330,2,182,381,9105,11.6005
331,2,181,381,9105,11.6025
332,2,180,381,9105,11.6057
332,2,181,380,9105,11.6173
332,2,181,381,9104,11.6174
333,2,180,381,9104,11.6235
333,2,180,382,9103,11.6265
333,2,180,383,9102,11.6289
333,2,181,382,9102,11.6304
333,2,181,383,9101,11.6329
333,2,181,384,9100,11.6329
333,2,181,385,9099,11.634
333,2,182,384,9099,11.6352
333,2,183,383,9099,11.6412
333,2,183,384,9098,11.6426
334,2,182,384,9098,11.6467
334,2,182,385,9097,11.6476
334,2,183,384,9097,11.655
334,2,184,383,9097,11.6618
334,2,185,382,9097,11.6662
334,2,185,383,9096,11.6666
334,2,185,384,9095,11.6667
334,2,186,383,9095,11.671
334,2,186,384,9094,11.6713
334,2,186,385,9093,11.6813
334,2,186,386,9092,11.6829
335,2,185,386,9092,11.6926
336,2,184,386,9092,11.696
336,2,185,385,9092,11.7029
337,2,184,385,9092,11.7105
338,2,183,385,9092,11.712
338,2,183,386,9091,11.7195
338,2,184,385,9091,11.7227
339,2,183,385,9091,11.7255
339,2,184,384,9091,11.7342
339,2,185,383,9091,11.747
339,2,186,382,9091,11.7526
339,2,186,383,9090,11.7536
339,2,186,384,9089,11.7579
339,2,187,383,9089,11.7596
339,2,187,384,9088,11.7658
339,2,187,385,9087,11.7717
339,2,187,386,9086,11.7746
340,2,186,386,9086,11.7864
341,2,185,386,9086,11.7874
341,2,186,385,9086,11.788
341,2,187,384,9086,11.7942
342,2,186,384,9086,11.7953
342,2,187,383,9086,11.7955
342,2,187,384,9085,11.7961
342,2,188,383,9085,11.7973
343,2,187,383,9085,11.8096
343,2,188,382,9085,11.8111
343,2,188,383,9084,11.8182
343,2,188,384,9083,11.8207
343,2,188,385,9082,11.832
343,2,188,386,9081,11.8383
343,2,188,387,9080,11.8384
343,2,188,388,9079,11.8453
343,2,188,389,9078,11.8518
343,2,188,390,9077,11.8583
343,2,189,389,9077,11.8596
344,2,188,389,9077,11.8607
344,2,189,388,9077,11.8635
345,2,188,388,9077,11.8772
345,2,189,387,9077,11.883
346,2,188,387,9077,11.8984
346,2,188,388,9076,11.8997
346,2,189,387,9076,11.9004
346,2,189,388,9075,11.9034
346,2,190,387,9075,11.9037
346,2,190,388,9074,11.9093
346,2,190,389,9073,11.9117
346,2,190,390,9072,11.9133
346,2,191,389,9072,11.9139
346,2,192,388,9072,11.9145
346,2,192,389,9071,11.9191
347,2,191,389,9071,11.9225
347,2,191,390,9070,11.927
348,2,190,390,9070,11.9338
348,2,190,391,9069,11.9387
348,2,190,392,9068,11.9514
348,2,190,393,9067,11.9517
349,2,189,393,9067,11.9527
349,2,189,394,9066,11.9538
349,2,189,395,9065,11.9566
349,2,189,396,9064,11.9587
349,2,189,397,9063,11.9599
349,2,189,398,9062,11.9614
350,2,188,398,9062,11.963
350,2,188,399,9061,11.9633
350,2,188,400,9060,11.9644
350,2,189,399,9060,11.971
350,2,190,398,9060,11.9735
350,2,191,397,9060,11.9736
350,2,191,398,9059,11.978
350,2,191,399,9058,11.9782
350,2,191,400,9057,11.9909
350,2,191,401,9056,11.9915
350,2,192,400,9056,11.9929
350,2,192,401,9055,11.9929
351,2,191,401,9055,11.9942
351,2,191,402,9054,11.9993
351,2,191,403,9053,11.9996
352,2,190,403,9053,12.0011
353,2,189,403,9053,12.0021
353,2,189,404,9052,12.0025
353,2,189,405,9051,12.0027
353,2,189,406,9050,12.0044
353,2,190,405,9050,12.0052
354,2,189,405,9050,12.0053
354,2,189,406,9049,12.0141
354,2,190,405,9049,12.0143
354,2,190,406,9048,12.0207
354,2,190,407,9047,12.0229
354,2,190,408,9046,12.0252
354,2,190,409,9045,12.0262
354,2,191,408,9045,12.0337
354,2,191,409,9044,12.0338
354,2,191,410,9043,12.034
355,2,190,410,9043,12.0377
356,2,189,410,9043,12.0411
357,2,188,410,9043,12.0416
357,2,189,409,9043,12.0439
357,2,189,410,9042,12.0474
357,2,190,409,9042,12.0672
357,2,191,408,9042,12.0686
357,2,191,409,9041,12.0694
357,2,192,408,9041,12.0803
357,2,193,407,9041,12.0814
357,2,193,408,9040,12.0822
357,2,193,409,9039,12.0833
